id,Duration in months,Credit history,Purpose of the credit,Credit amount,Status of savings account/bonds,Present employment(years),Installment rate in percentage of disposable income,personal_status,Other debtors / guarantors,Present residence since X years,Property,Age in years,Other installment plans (banks/stores),Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,Foreign worker,Status of existing checking account
0.015015015015015015,0.2941176470588235,0.75,0.6666666666666666,0.056784417299438755,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.23214285714285715,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0
0.016016016016016016,0.2941176470588235,0.25,0.6666666666666666,0.11962143721800374,1.0,0.75,1.0,1.0,1.0,1.0,0.3333333333333333,0.6071428571428572,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0
0.017017017017017015,0.38235294117647056,1.0,0.0,0.43039506988004844,1.0,0.5,0.3333333333333333,1.0,1.0,0.6666666666666667,0.0,0.10714285714285715,0.0,0.5,0.6666666666666667,0.3333333333333333,0.0,0.0,1.0,1.0
0.01801801801801802,0.2941176470588235,0.75,1.0,0.6783867062837019,0.5,0.75,1.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.44642857142857145,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.01901901901901902,0.2941176470588235,0.75,0.6666666666666666,0.17497523935292178,0.25,0.75,0.6666666666666667,1.0,1.0,0.3333333333333333,0.0,0.21428571428571425,0.5,0.5,0.0,0.3333333333333333,1.0,1.0,1.0,1.0
0.02002002002002002,0.07352941176470588,0.25,0.4444444444444444,0.10366457576758006,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5178571428571428,0.5,0.5,0.6666666666666667,0.3333333333333333,0.0,1.0,1.0,1.0
0.02102102102102102,0.029411764705882346,0.75,0.6666666666666666,0.13189171343677783,0.25,0.0,0.3333333333333333,1.0,1.0,0.6666666666666667,1.0,0.44642857142857145,0.5,1.0,0.0,0.3333333333333333,1.0,0.0,1.0,1.0
0.022022022022022025,0.08823529411764706,0.25,0.4444444444444444,0.10955210740618465,0.5,0.5,0.0,1.0,1.0,0.6666666666666667,1.0,0.5178571428571428,0.5,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,1.0
0.023023023023023025,0.1176470588235294,0.25,1.0,0.08550676791020138,0.0,0.5,0.6666666666666667,1.0,1.0,1.0,0.3333333333333333,0.44642857142857145,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.024024024024024024,0.08823529411764706,0.25,0.3333333333333333,0.10008803785627819,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.125,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0
0.025025025025025023,0.029411764705882346,0.75,0.3333333333333333,0.06184659403543523,0.5,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.30357142857142855,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0
0.02602602602602603,0.029411764705882346,1.0,0.6666666666666666,0.00968416419060196,0.5,0.75,1.0,0.6666666666666666,1.0,1.0,0.0,0.35714285714285715,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.0
0.02702702702702703,0.1176470588235294,0.0,0.6666666666666666,0.008748761967646089,0.75,0.0,0.6666666666666667,0.0,1.0,0.6666666666666667,1.0,0.41071428571428575,0.5,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0
0.028028028028028028,0.044117647058823525,0.75,0.6666666666666666,0.11912622427643886,0.5,0.0,0.6666666666666667,1.0,0.5,0.3333333333333333,1.0,0.26785714285714285,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.029029029029029027,0.8235294117647058,0.5,0.0,0.36238582590513924,0.5,0.75,0.6666666666666667,1.0,1.0,1.0,0.6666666666666666,0.7857142857142858,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0
0.030030030030030033,0.20588235294117646,0.75,0.0,0.09150434686915374,0.75,0.5,0.6666666666666667,0.6666666666666666,1.0,0.6666666666666667,1.0,0.30357142857142855,0.0,0.5,0.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.031031031031031032,0.2941176470588235,0.75,0.3333333333333333,0.20743919885550788,0.5,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.14285714285714285,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.03203203203203203,0.20588235294117646,0.75,0.4444444444444444,0.3090128755364807,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.19642857142857145,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.0
0.03303303303303303,0.1176470588235294,0.25,0.0,0.055793991416309016,1.0,0.75,1.0,1.0,1.0,1.0,0.6666666666666666,0.6785714285714286,0.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0
0.03403403403403404,0.1176470588235294,0.75,0.3333333333333333,0.06734896005282272,0.5,0.5,1.0,0.0,1.0,0.0,0.3333333333333333,0.25000000000000006,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0
0.035035035035035036,0.6029411764705882,0.25,0.6666666666666666,0.24738637614174097,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.10714285714285715,0.5,0.5,0.3333333333333333,1.0,0.0,0.0,1.0,0.0
0.036036036036036036,0.6470588235294117,0.25,0.2222222222222222,0.32243864861890614,0.5,0.0,0.0,1.0,1.0,0.6666666666666667,0.6666666666666666,0.21428571428571425,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.03703703703703704,0.20588235294117646,0.75,0.6666666666666666,0.10179377132166832,0.5,0.0,1.0,1.0,0.0,0.3333333333333333,1.0,0.32142857142857145,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,0.0
0.03803803803803804,0.08823529411764706,0.75,0.1111111111111111,0.0536480686695279,0.5,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.32142857142857145,0.5,0.5,0.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.03903903903903904,0.07352941176470588,0.75,0.6666666666666666,0.011444921316165951,0.5,0.0,1.0,1.0,1.0,0.6666666666666667,1.0,0.0892857142857143,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.04004004004004004,0.38235294117647056,0.75,0.6666666666666666,0.11461428414218112,0.25,0.75,1.0,1.0,1.0,0.3333333333333333,0.0,0.19642857142857145,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0
0.04104104104104104,0.1176470588235294,0.75,0.6666666666666666,0.04996148343787829,0.25,0.0,0.6666666666666667,0.3333333333333333,1.0,0.0,0.0,0.125,0.5,0.5,0.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.042042042042042045,0.20588235294117646,0.5,0.7777777777777777,0.32761087267525035,0.5,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.44642857142857145,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0
0.043043043043043044,0.38235294117647056,0.25,1.0,0.3266754704522945,0.0,0.25,0.0,0.6666666666666666,1.0,1.0,0.0,0.0892857142857143,0.5,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0
0.044044044044044044,0.6470588235294117,0.25,1.0,0.324254429404644,0.5,0.75,1.0,0.0,1.0,1.0,0.6666666666666666,0.6964285714285714,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.0
0.04504504504504505,0.10294117647058824,0.25,0.4444444444444444,0.06289204357873886,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.28571428571428575,0.5,0.5,0.3333333333333333,0.0,0.0,0.0,1.0,1.0
0.04604604604604605,0.47058823529411764,0.75,0.6666666666666666,0.1127434796962694,0.25,0.75,1.0,1.0,1.0,1.0,0.0,0.35714285714285715,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.04704704704704705,0.029411764705882346,0.75,1.0,0.06063607351160999,0.25,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.07142857142857145,0.5,1.0,0.0,0.6666666666666666,0.0,1.0,1.0,1.0
0.04804804804804805,0.10294117647058824,0.25,0.4444444444444444,0.38395510069329813,0.5,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.35714285714285715,0.5,0.5,0.3333333333333333,1.0,0.0,0.0,1.0,1.0
0.04904904904904905,0.1176470588235294,0.75,0.6666666666666666,0.10030813249697369,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.16071428571428575,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.05005005005005005,0.2941176470588235,0.5,0.3333333333333333,0.11461428414218112,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.17857142857142855,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0
0.05105105105105105,0.338235294117647,0.5,1.0,0.3144602178936943,0.5,0.75,0.0,1.0,1.0,0.3333333333333333,0.0,0.19642857142857145,0.5,0.5,0.3333333333333333,0.0,0.0,1.0,1.0,1.0
0.05205205205205205,0.1176470588235294,0.75,0.6666666666666666,0.055683944095961266,0.5,0.0,0.6666666666666667,1.0,1.0,0.3333333333333333,0.0,0.10714285714285715,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.05305305305305306,0.20588235294117646,0.75,1.0,0.17211400902388027,1.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,0.21428571428571425,0.5,0.5,0.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.05405405405405406,0.47058823529411764,0.5,0.4444444444444444,0.10867172884340266,0.5,0.75,1.0,1.0,1.0,1.0,0.6666666666666666,0.6785714285714286,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0
0.055055055055055056,0.029411764705882346,0.0,0.4444444444444444,0.029327610872675252,1.0,0.0,0.0,1.0,0.5,0.3333333333333333,1.0,0.125,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0
0.056056056056056056,0.1176470588235294,0.75,0.6666666666666666,0.3421371189611533,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.5892857142857142,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0
0.057057057057057055,0.47058823529411764,0.25,0.6666666666666666,0.5126004181798173,0.5,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.21428571428571425,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0
0.05805805805805806,0.20588235294117646,0.75,0.4444444444444444,0.09414548255749973,0.5,0.75,0.6666666666666667,0.0,1.0,0.3333333333333333,0.0,0.07142857142857145,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0
0.05905905905905906,0.47058823529411764,0.25,0.3333333333333333,0.32898646417959726,0.5,0.5,1.0,0.0,0.0,1.0,0.6666666666666666,0.07142857142857145,0.5,1.0,0.3333333333333333,1.0,0.0,1.0,1.0,0.0
0.06006006006006006,0.07352941176470588,0.75,0.0,0.0627819962583911,0.5,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,1.0,0.14285714285714285,0.0,0.5,0.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.061061061061061066,0.16176470588235292,0.25,0.6666666666666666,0.07081545064377683,1.0,0.75,1.0,1.0,0.5,1.0,1.0,0.5535714285714286,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.0
0.06206206206206206,0.47058823529411764,1.0,0.0,0.09370529327610873,0.5,0.75,1.0,1.0,1.0,1.0,0.6666666666666666,0.75,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.06306306306306306,0.6470588235294117,1.0,0.0,0.7797402883239792,0.5,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.10714285714285715,0.5,0.5,0.0,0.3333333333333333,0.0,1.0,1.0,0.0
0.06406406406406406,0.2941176470588235,0.75,0.6666666666666666,0.16127434796962695,0.5,0.5,1.0,0.0,1.0,1.0,0.3333333333333333,0.125,0.5,0.5,0.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.06506506506506506,0.338235294117647,0.75,0.7777777777777777,0.2718168812589414,1.0,0.75,1.0,1.0,1.0,1.0,0.3333333333333333,0.5178571428571428,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,1.0
0.06606606606606606,0.1176470588235294,0.75,0.6666666666666666,0.10570045119401342,0.5,0.5,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.17857142857142855,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.06706706706706705,0.1176470588235294,0.75,0.4444444444444444,0.041652910751623196,0.75,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0535714285714286,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.06806806806806806,0.47058823529411764,0.75,0.2222222222222222,0.08633212281280951,0.5,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.32142857142857145,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0
0.06906906906906907,0.47058823529411764,0.75,0.6666666666666666,0.11797072741278751,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.10714285714285715,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.07007007007007006,0.47058823529411764,0.75,1.0,0.4337515131506548,0.5,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.19642857142857145,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.07107107107107107,0.044117647058823525,0.25,0.6666666666666666,0.02641135688345989,1.0,0.75,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.48214285714285715,0.5,1.0,0.3333333333333333,1.0,0.0,1.0,1.0,1.0
0.07207207207207207,0.058823529411764705,0.25,0.5555555555555556,0.05029162539892153,0.5,0.75,0.6666666666666667,1.0,1.0,1.0,0.6666666666666666,0.5714285714285714,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,1.0
0.07307307307307306,0.5588235294117647,0.25,0.0,0.3138549576317817,0.5,0.25,0.3333333333333333,0.0,1.0,0.0,1.0,0.39285714285714285,0.0,0.5,0.3333333333333333,1.0,0.0,0.0,1.0,1.0
0.07407407407407407,0.47058823529411764,0.75,0.2222222222222222,0.09502586112028172,1.0,0.75,1.0,1.0,1.0,1.0,0.6666666666666666,0.37499999999999994,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0
0.07507507507507508,0.1176470588235294,0.25,1.0,0.0702101903818642,0.5,0.75,1.0,1.0,1.0,1.0,0.6666666666666666,0.8392857142857144,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0
0.07607607607607607,0.5588235294117647,0.75,0.6666666666666666,0.20441289754594477,0.5,0.5,1.0,1.0,1.0,0.6666666666666667,0.0,0.26785714285714285,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,0.0
0.07707707707707707,0.10294117647058824,0.5,0.6666666666666666,0.24876196764608782,0.5,0.25,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.5714285714285714,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.07807807807807807,0.7352941176470588,1.0,1.0,0.5054473423572136,1.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.5,0.5,0.0,1.0,1.0,0.0,1.0,1.0
0.07907907907907907,0.38235294117647056,0.75,0.3333333333333333,0.19709475074281943,0.5,0.5,0.3333333333333333,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0535714285714286,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.08008008008008008,0.2941176470588235,0.75,0.6666666666666666,0.3132496973698691,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.44642857142857145,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0
0.08108108108108107,0.16176470588235292,0.75,0.6666666666666666,0.0529877847474414,0.25,0.75,1.0,1.0,1.0,0.6666666666666667,0.3333333333333333,0.49999999999999994,1.0,0.5,0.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.08208208208208208,0.20588235294117646,0.75,0.0,0.07252118410916694,0.0,0.0,0.6666666666666667,0.0,1.0,1.0,0.3333333333333333,0.0892857142857143,0.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0
0.08308308308308307,0.2941176470588235,0.75,0.5555555555555556,0.08281060856168151,0.5,0.75,1.0,0.0,0.5,1.0,1.0,0.6964285714285714,0.5,0.5,0.0,1.0,0.0,1.0,1.0,1.0
0.08408408408408408,0.08823529411764706,0.75,0.6666666666666666,0.1136238582590514,0.5,0.75,0.6666666666666667,1.0,1.0,1.0,1.0,0.5892857142857142,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.0
0.08508508508508508,0.1176470588235294,0.25,0.0,0.06393749312204247,0.5,0.0,1.0,0.0,0.5,0.3333333333333333,1.0,0.17857142857142855,0.5,0.5,0.3333333333333333,0.0,0.0,1.0,1.0,1.0
0.08608608608608607,0.20588235294117646,0.25,0.3333333333333333,0.05749972488169913,0.5,0.5,1.0,0.0,1.0,0.0,0.3333333333333333,0.14285714285714285,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0
0.08708708708708708,0.47058823529411764,0.75,0.2222222222222222,0.6802024870694399,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.49999999999999994,0.5,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0
0.08808808808808809,0.20588235294117646,0.75,0.4444444444444444,0.10999229668757565,0.0,0.25,1.0,1.0,1.0,0.6666666666666667,0.0,0.19642857142857145,0.5,0.5,0.0,0.0,1.0,1.0,1.0,1.0
0.08908908908908908,0.1176470588235294,1.0,0.7777777777777777,0.047210300429184546,0.5,0.25,1.0,1.0,1.0,0.6666666666666667,1.0,0.16071428571428575,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0
0.09009009009009009,0.1176470588235294,0.25,0.6666666666666666,0.020248706943985912,0.5,0.75,1.0,1.0,1.0,1.0,1.0,0.6607142857142858,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.09109109109109109,0.1176470588235294,0.25,1.0,0.06377242214152085,0.5,0.75,1.0,1.0,1.0,0.6666666666666667,1.0,0.625,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.09209209209209208,0.1176470588235294,0.25,0.6666666666666666,0.030097942115109497,1.0,0.75,1.0,0.0,1.0,0.6666666666666667,0.3333333333333333,0.25000000000000006,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0
0.09309309309309309,0.2941176470588235,0.25,0.3333333333333333,0.18526466380543635,1.0,0.75,1.0,1.0,0.0,1.0,0.6666666666666666,0.01785714285714285,0.5,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0
0.09409409409409408,0.1176470588235294,0.75,0.4444444444444444,0.05876526906569825,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.625,0.5,0.5,0.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.09509509509509509,0.7352941176470588,1.0,0.0,0.8635963464289644,0.5,0.5,0.6666666666666667,1.0,1.0,1.0,0.6666666666666666,0.6964285714285714,0.5,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0
0.0960960960960961,0.1176470588235294,0.25,0.2222222222222222,0.09695168922636734,1.0,0.25,1.0,0.0,1.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.09709709709709709,0.20588235294117646,0.75,0.0,0.13051612193243095,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.26785714285714285,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.0980980980980981,0.47058823529411764,0.25,0.6666666666666666,0.11483437878287663,0.5,0.75,1.0,1.0,1.0,1.0,1.0,0.30357142857142855,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.09909909909909909,0.23529411764705882,0.5,1.0,0.37454605480356556,1.0,0.25,0.6666666666666667,1.0,1.0,1.0,0.3333333333333333,0.30357142857142855,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,1.0
0.10010010010010009,0.2941176470588235,0.75,0.4444444444444444,0.06707384175195334,0.0,0.75,1.0,0.6666666666666666,1.0,1.0,1.0,0.39285714285714285,0.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0
0.1011011011011011,0.47058823529411764,0.75,0.6666666666666666,0.1140640475404424,0.5,0.25,1.0,1.0,1.0,1.0,0.0,0.0892857142857143,0.5,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.10210210210210209,0.029411764705882346,0.5,0.6666666666666666,0.037526136238582586,0.5,0.0,0.6666666666666667,0.0,1.0,0.3333333333333333,1.0,0.0892857142857143,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.1031031031031031,0.07352941176470588,0.25,0.3333333333333333,0.09183448883019699,0.5,0.25,1.0,1.0,1.0,0.6666666666666667,0.0,0.28571428571428575,0.5,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.1041041041041041,0.1176470588235294,0.75,1.0,0.12077693408165512,1.0,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,0.0,0.125,0.5,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.1051051051051051,0.2941176470588235,0.25,0.5555555555555556,0.6431165401122483,0.5,0.0,0.3333333333333333,1.0,0.0,0.6666666666666667,0.0,0.35714285714285715,0.5,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0
0.1061061061061061,0.20588235294117646,0.0,0.4444444444444444,0.34158688235941453,0.5,0.75,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.35714285714285715,0.0,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0
0.10710710710710711,0.1176470588235294,0.75,0.4444444444444444,0.32067789149334214,0.5,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.23214285714285715,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
0.1081081081081081,0.2941176470588235,0.75,0.3333333333333333,0.4110817651590184,1.0,0.5,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.19642857142857145,0.5,0.5,0.0,0.3333333333333333,0.0,1.0,0.0,1.0
0.1091091091091091,0.14705882352941174,0.75,0.0,0.06382744580169472,0.25,0.75,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.28571428571428575,0.5,0.5,0.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.1101101101101101,0.029411764705882346,0.5,0.0,0.06597336854847584,0.0,0.75,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.21428571428571425,0.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,1.0
0.1111111111111111,0.16176470588235292,0.75,0.2222222222222222,0.007813359744690218,0.5,0.5,1.0,0.0,1.0,1.0,0.3333333333333333,0.07142857142857145,0.5,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,1.0
0.11211211211211211,0.20588235294117646,0.75,0.4444444444444444,0.33069219764498736,0.5,0.25,0.6666666666666667,1.0,1.0,0.6666666666666667,1.0,0.16071428571428575,0.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0
0.1131131131131131,0.47058823529411764,0.25,0.4444444444444444,0.4184549356223176,0.5,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,0.10714285714285715,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0
0.11411411411411411,0.1176470588235294,0.75,0.6666666666666666,0.07868383404864092,0.25,0.75,0.6666666666666667,0.6666666666666666,1.0,0.0,1.0,0.28571428571428575,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0
